source_id,stage,kind,doi,norm_url,title_norm,year,status
02-P13,02需求,paper,10.1142/s1469026826500379,https://doi.org/10.1142/s1469026826500379,deep learning methods for software requirement classification a performance study on the pure dataset,2026,fulltext
02-P14,02需求,paper,10.48550/arxiv.2409.06741,http://arxiv.org/abs/2409.06741,generative ai for requirements engineering a systematic literature review,2024,fulltext
02-P15,02需求,paper,10.1007/s10664-024-10582-1,https://doi.org/10.1007/s10664-024-10582-1,applying bayesian data analysis for causal inference about requirements quality a controlled experiment,2024,fulltext
02-P16,02需求,paper,10.1038/s41598-023-45415-6,https://doi.org/10.1038/s41598-023-45415-6,a cost effective communication model for requirements elicitation in global software development,2023,fulltext
02-P17,02需求,paper,10.1007/s10515-023-00403-y,https://doi.org/10.1007/s10515-023-00403-y, tool for requirements engineering using ontologies and boilerplates,2023,fulltext
02-P18,02需求,paper,10.1109/access.2024.3354955,https://doi.org/10.1109/access.2024.3354955,detecting pragmatic ambiguity in requirement specification using novel concept maximum matching approach based on graph network,2024,fulltext
02-P19,02需求,paper,10.1109/tse.2025.3534318,https://doi.org/10.1109/tse.2025.3534318,obstacle analysis in requirements engineering retrospective and emerging challenges,2025,fulltext
02-P20,02需求,paper,10.48550/arxiv.2402.14595,http://arxiv.org/abs/2402.14595,agile requirement change management model for global software development,2024,fulltext
02-P21,02需求,paper,10.14569/ijacsa.2024.01507131,http://dx.doi.org/10.14569/ijacsa.2024.01507131,identification of agile requirements change management success factors in global software development based on the bestworst method,2024,fulltext
02-P22,02需求,paper,10.48550/arxiv.2409.00038,http://arxiv.org/abs/2409.00038,ai based multiagent approach for requirements elicitation and analysis,2024,fulltext
02-P23,02需求,paper,10.5753/jserd.2024.2552,https://doi.org/10.5753/jserd.2024.2552,overcoming obstacles in global requirements elicitation a multicultural perspective,2024,fulltext
02-P24,02需求,paper,10.23996/fjhw.154924,https://doi.org/10.23996/fjhw.154924,requirements elicitation for a health monitoring mobile application a participatory design approach with clinicians and researchers,2025,fulltext
02-P25,02需求,paper,10.48550/arxiv.2405.10845,http://arxiv.org/abs/2405.10845,natural language processing for requirements traceability,2024,fulltext
02-P26,02需求,paper,10.48550/arxiv.2501.04810,http://arxiv.org/abs/2501.04810,on the impact of requirements smells in prompts the case of automated traceability,2025,fulltext
02-P27,02需求,paper,10.1007/s10664-026-10827-1,https://doi.org/10.1007/s10664-026-10827-1,classifier or prompt a case study on legal requirements traceability,2026,fulltext
02-P28,02需求,paper,10.18267/j.aip.212,https://doi.org/10.18267/j.aip.212,visualisation of user stories in uml models a systematic literature review,2023,fulltext
02-P29,02需求,paper,10.48550/arxiv.2404.01558,http://arxiv.org/abs/2404.01558,automated user story generation with test case specification using large language model,2024,fulltext
02-P30,02需求,paper,10.48550/arxiv.2410.21288,http://arxiv.org/abs/2410.21288,digital requirements engineering with an incosederived sysml metamodel,2024,fulltext
02-B01,02需求,blog,,https://www.institutedata.com/us/blog/requirement-elicitation-techniques-in-software-engineering,requirement elicitation techniques in software engineering  institute of data,,fulltext
02-B02,02需求,blog,,https://www.testbytes.net/blog/requirements-elicitation,requirements elicitation in software engineering a complete guide,,fulltext
02-B03,02需求,blog,,https://re-magazine.ireb.org/articles/requirements-elicitation-in-modern-product-discovery,requirements elicitation in modern product discovery  requirements engineering magazine,,fulltext
02-B04,02需求,blog,,https://web.eecs.umich.edu/~weimerw/2022-481W/readings/requirements.pdf,pdf 2 requirements elicitation a survey of techniques approaches ,,fulltext
02-B05,02需求,blog,,https://www.6sigma.us/six-sigma-in-focus/requirements-traceability-matrix-rtm,requirements traceability matrix in six sigma a complete guide for project success  sixsigmaus,,fulltext
02-B06,02需求,blog,,https://stell-engineering.com/blog/requirements-traceability-matrix,what is a requirements traceability matrix with examples and best practices  stell blog,,fulltext
02-B07,02需求,blog,,https://www.larksuite.com/en_us/blog/requirements-traceability-matrix,guide to requirements traceability matrix for project teams,,fulltext
02-B08,02需求,blog,,https://asana.com/templates/requirements-traceability-matrix,requirements traceability matrix template rtm 2026  asana,,fulltext
02-B09,02需求,blog,,https://abstracta.us/blog/testing-strategy/requirements-traceability-matrix-your-qa-strategy,requirements traceability matrix your qa strategy  abstracta,,fulltext
02-B10,02需求,blog,,https://www.atlassian.com/software/jira/templates/requirements-traceability-matrix,requirements traceability matrix template  atlassian,,fulltext
02-B11,02需求,blog,,https://birdeatsbug.com/blog/requirements-traceability-matrix-rtm,the ultimate guide to requirements traceability matrix rtm  bug tracking blog  bird eats bug,,fulltext
02-B12,02需求,blog,,https://www.parasoft.com/blog/requirements-management-and-the-traceability-matrix,requirements management and the traceability matrix templates  examples,,fulltext
02-B13,02需求,blog,,https://www.inflectra.com/Ideas/Whitepaper/Change-and-Configuration-Management-of-Requirements.aspx,change and configuration management of requirements  inflec,,fulltext
02-B14,02需求,blog,,https://agileseekers.com/blog/advanced-techniques-for-managing-project-baselines,advanced techniques for managing project baselines  agileseekers,,fulltext
02-B15,02需求,blog,,https://baseliner.ai/blog/what-is-project-baseline-in-project-management,what is a project baseline in project management full guide,,fulltext
02-B16,02需求,blog,,https://www.modernrequirements.com/blogs/the-art-of-agile-requirements-management,the art of agile requirements management  modern requirements,,fulltext
02-B17,02需求,blog,,https://www.mindk.com/blog/change-control-process,agile and waterfall change management process  mindk,,fulltext
02-B18,02需求,blog,,https://medium.com/analysts-corner/defining-and-managing-requirement-baselines-78511fec03cb,defining and managing requirement baselines,,fulltext
02-B19,02需求,blog,,https://agilemodeling.com/essays/changemanagement.htm,agile requirements change management,,fulltext
02-B20,02需求,blog,,https://www.tempo.io/blog/agile-helps-manage-changing-requirements,5 ways agile helps manage changing requirements  tempo,,fulltext
02-S01,02需求,standard,,https://www.iso.org/standard/72089.html,iso/iec/ieee 29148:2018 systems and software engineering — life cycle processes — requirements engineering,2018,standard_cited_no_local_pdf
02-S02,02需求,standard,,https://www.incose.org/,incose guide to writing requirements (gtwr) and needs and requirements manual,2023,standard_cited_no_local_pdf
02-S03,02需求,standard,,https://www.iso.org/standard/81708.html,iso/iec/ieee 15288:2023 systems and software engineering — system life cycle processes,2023,standard_cited_no_local_pdf
02-S04,02需求,standard,,https://www.iso.org/standard/63712.html,iso/iec/ieee 12207:2017 software life cycle processes,2017,standard_cited_no_local_pdf
02-S05,02需求,standard,,https://www.ireb.org/,"ireb cpre foundation level syllabus (requirements elicitation, documentation, validation, management)",2024,standard_cited_no_local_pdf
02-S06,02需求,standard,,https://www.iiba.org/babok-guide/,babok v3 — business analysis body of knowledge (elicitation and collaboration; requirements life cycle management),2015,standard_cited_no_local_pdf
02-S07,02需求,standard,,https://www.iso.org/standard/78176.html,iso/iec 25010 / 25019 quality model (product quality characteristics as nfr classes),2023,standard_cited_no_local_pdf
02-S08,02需求,standard,,https://doi.org/10.1007/978-1-4471-2239-5_1,gotel et al. — the grand challenge of traceability (center of excellence for software and systems traceability),2012,classic_cited
02-S09,02需求,standard,10.1007/s00766-017-0280-z,https://pmc.ncbi.nlm.nih.gov/articles/PMC6555435,horkoff et al. — goal-oriented requirements engineering: an extended systematic mapping study,2018,local_txt_classic
02-S10,02需求,standard,,https://standards.ieee.org/standard/830-1998.html,ieee std 830-1998 ieee recommended practice for software requirements specifications (superseded by 29148),1998,superseded_classic
