source_id,stage,kind,doi,norm_url,title_norm,year,status
06-P29,06交付,paper,10.48550/arxiv.2405.14993,http://arxiv.org/abs/2405.14993,sok a defenseoriented evaluation of software supply chain security,2024,fulltext
06-P30,06交付,paper,10.64030/3067-2457.01.01.05,https://doi.org/10.64030/3067-2457.01.01.05,aibased expert system framework for product development stage gate decisions,2024,fulltext
06-P31,06交付,paper,10.55708/js0312001,https://doi.org/10.55708/js0312001,exploring challenges in software testing a structuration theory perspective,2024,fulltext
06-P32,06交付,paper,10.18174/sesmo.18779,https://doi.org/10.18174/sesmo.18779,promoting scientific software quality through transition to continuous integration and continuous delivery,2024,fulltext
06-P33,06交付,paper,10.71097/ijsat.v15.i3.10657,https://doi.org/10.71097/ijsat.v15.i3.10657,scalable uat execution framework for b2b applications with datadependent entryexit criteria using sql query hooks,2024,fulltext
06-P34,06交付,paper,10.21203/rs.3.rs-4752482/v1,https://doi.org/10.21203/rs.3.rs-4752482/v1,unit pattern a design pattern for selfdocumenting user acceptance test automation,2024,fulltext
06-P35,06交付,paper,10.21275/sr231021114758,https://doi.org/10.21275/sr231021114758,challenges and solutions in implementing continuous integration and continuous testing for agile quality assurance,2023,fulltext
06-P36,06交付,paper,10.32749/nucleodoconhecimento.com.br/computer-science/embedded-software,https://doi.org/10.32749/nucleodoconhecimento.com.br/computer-science/embedded-software,verification and validation of embedded software in an automotive context a systematic literature review,2023,fulltext
06-P37,06交付,paper,10.48550/arxiv.2311.04344,http://arxiv.org/abs/2311.04344,beyond tradition evaluating agile feasibility in do178c for aerospace software development,2023,fulltext
06-P38,06交付,paper,10.14743/apem2023.3.478,http://dx.doi.org/10.14743/apem2023.3.478,project portfolio management in telecommunication company a stagegate approach for effective portfolio governance,2023,fulltext
06-P39,06交付,paper,10.53615/2232-5697.12.189-202,https://doi.org/10.53615/2232-5697.12.189-202,improving software quality and transparency within an overall it life cycle process with quality gates,2023,fulltext
06-B01,06交付,blog,,https://marker.io/blog/user-acceptance-testing-checklist,the user acceptance testing checklist 2026,,fulltext
06-B02,06交付,blog,,https://www.youtube.com/watch?v=92OtbSLRqm0,what to include in a user acceptance testing checklist,,fulltext
06-B03,06交付,blog,,https://www.testfiesta.com/blog/user-acceptance-testing-checklist,user acceptance testing uat checklist  best practices,,fulltext
06-B04,06交付,blog,,https://www.manifest.ly/use-cases/software-development/acceptance-testing-checklist,acceptance testing checklist  manifestly checklists,,fulltext
06-B05,06交付,blog,,https://www.manifest.ly/use-cases/software-development/user-acceptance-testing-uat-checklist,user acceptance testing uat checklist  manifestly checklists,,fulltext
06-B06,06交付,blog,,https://www.htae.net/checklist/user-acceptance-test-checklist/65,user acceptance test checklist uat testing  list   here there and everywhere,,fulltext
06-B07,06交付,blog,,https://www.testrail.com/blog/user-acceptance-testing,user acceptance testing uat checklist types and examples  testrail,,fulltext
06-B08,06交付,blog,,https://bug0.com/blog/user-acceptance-testing-uat-2026,user acceptance testing uat process template checklist  bug0,,fulltext
06-B09,06交付,blog,,https://enkonix.com/blog/acceptance-criteria,user acceptance criteria explained  enkonix,,fulltext
06-B10,06交付,blog,,https://www.volusiabusinessresources.com/readiness-training-p/customer-validation,customer validation  volusia business resources,,fulltext
06-B11,06交付,blog,,https://airfocus.com/blog/how-customer-product-validation-works-in-product-management,how customer product validation works in product management  airfocus by lucid,,fulltext
06-B12,06交付,blog,,https://cleverx.com/blog/customer-validation-how-to-test-your-product-ideas,customer validation how to test your product ideas  cleverx blog,,fulltext
06-B13,06交付,blog,,https://goldeneggcheck.com/en/how-to-evaluate-customer-validation-in-the-early-stages,how to evaluate customer validation in the early stages  golden egg check,,fulltext
06-B14,06交付,blog,,https://www.precisely.com/blog/data-quality/data-validation-vs-data-verification,data validation vs data verification whats the difference,,fulltext
06-B15,06交付,blog,,https://testsigma.com/blog/acceptance-criteria-vs-acceptance-tests,acceptance criteria vs acceptance tests  5 key differences,,fulltext
06-B16,06交付,blog,,https://www.projectmanager.com/blog/acceptance-criteria-project-management,acceptance criteria in project management a quick guide,,fulltext
06-B17,06交付,blog,,https://sec.cloudapps.cisco.com/security/center/resources/integrity_assurance.html,cisco ios software integrity assurance,,fulltext
06-B18,06交付,blog,,https://help.sonatype.com/en/release-integrity.html,release integrity,,fulltext
06-B19,06交付,blog,,https://otrs.com/blog/itsm/configuration-management,configuration management  definition  best practices,,fulltext
06-B20,06交付,blog,,https://www.paloaltonetworks.com/cyberpedia/improper-artifact-integrity-validation-cicd-sec9,what is improper artifact integrity validation  palo alto networks,,fulltext
06-B21,06交付,blog,,https://documents.buywithprime.amazon.com/bwp-api/v2024-01-01/docs/update-subresource-integrity-hash-values-for-scripts-in-the-buy-with-prime-cartridge,update subresource integrity hash values for scripts in the buy with prime cartridge,,fulltext
06-B22,06交付,blog,,https://www.cloudquery.io/learning-center/configuration-management,configuration management principles  tools  cloudquery,,fulltext
06-B23,06交付,blog,,https://devopsknowledge.hashnode.dev/iac-vs-configuration-management-understanding-the-differences-and-choosing-the-right-tool-for-modern-infrastructure-management,iac vs configuration management understanding the differences and choosing the right tool for modern infrastructure management,,fulltext
06-B24,06交付,blog,,https://developer.mozilla.org/en-US/docs/Web/Security/Defenses/Subresource_Integrity,subresource integrity  security  mdn,,fulltext
06-S01,06交付,standard,,https://standards.ieee.org/ieee/1012/5609/,ieee 1012 software verification and validation,2016/2024,register_only_no_fulltext
06-S02,06交付,standard,,https://standards.ieee.org/ieee/828/5300/,ieee 828 configuration management in systems and software engineering,2012,register_only_no_fulltext
06-S03,06交付,standard,,https://www.iso.org/standard/63712.html,iso/iec/ieee 12207 systems and software engineering — software life cycle processes,2017,register_only_no_fulltext
06-S04,06交付,standard,,https://www.iso.org/standard/81291.html,iso/iec/ieee 29119 software and systems engineering — software testing,2022,register_only_no_fulltext
06-S05,06交付,standard,,https://standards.ieee.org/ieee/1028/4406/,ieee 1028 software reviews and audits,2008,register_only_no_fulltext
06-S06,06交付,standard,,https://www.iso.org/standard/70400.html,iso 10007 quality management — guidelines for configuration management,2017,register_only_no_fulltext
06-S07,06交付,standard,,https://csrc.nist.gov/Projects/ssdf,nist ssdf / slsa provenance (integrity),2022-2025,register_only_no_fulltext
