source_id,stage,kind,doi,norm_url,title_norm,year,status
08-P11,08沟通,paper,10.38124/ijisrt/25jun228,https://doi.org/10.38124/ijisrt/25jun228,procedures for enhancing effective implementation of project communication management practices in public building construction projects in tanzania,2025,fulltext
08-P12,08沟通,paper,10.53819/81018102t2184,http://dx.doi.org/10.53819/81018102t2184,project communication practices and performance of construction project a case of sonatubesgahangaakagera bridge road project,2023,fulltext
08-P15,08沟通,paper,10.1186/s12913-024-10654-4,https://doi.org/10.1186/s12913-024-10654-4,identifying categorising and mapping actors involved in resilience in healthcare a qualitative stakeholder analysis,2024,fulltext
08-P16,08沟通,paper,10.1108/sasbe-10-2023-0303,https://doi.org/10.1108/sasbe-10-2023-0303,a roadmap for overcoming barriers to implementation of blockchainenabled smart contracts in sustainable construction projects,2024,fulltext
08-P17,08沟通,paper,10.56355/ijfrms.2024.4.1.0030,https://doi.org/10.56355/ijfrms.2024.4.1.0030,developing a crossfunctional team coordination framework a model for optimizing business operations,2024,fulltext
08-P18,08沟通,paper,10.3389/fenvs.2024.1375675,https://doi.org/10.3389/fenvs.2024.1375675,enhancing citizen science impact in environmental monitoring targeted engagement strategies with stakeholder groups,2024,fulltext
08-P19,08沟通,paper,10.53294/ijfstr.2024.7.1.0044,https://doi.org/10.53294/ijfstr.2024.7.1.0044,effective stakeholder and risk management strategies for largescale international project success,2024,fulltext
08-P21,08沟通,paper,10.3390/buildings14092865,https://doi.org/10.3390/buildings14092865,stakeholder mapping and analysis of offsite construction projects utilizing a powerinterest matrix and the fuzzy logic theory,2024,fulltext
08-P22,08沟通,paper,10.1007/s11219-024-09665-5,https://doi.org/10.1007/s11219-024-09665-5,enhancing big data analytics deployment uncovering stakeholder dynamics and balancing salience in project roles,2024,fulltext
08-P23,08沟通,paper,10.1057/s41267-025-00775-1,https://doi.org/10.1057/s41267-025-00775-1,global virtual work a review integrative framework and future research opportunities,2025,fulltext
08-P25,08沟通,paper,10.3390/su16156348,https://doi.org/10.3390/su16156348,digital trio integration of bimeiriot for facilities management of mega construction projects,2024,fulltext
08-P26,08沟通,paper,10.1007/s10113-025-02376-y,https://doi.org/10.1007/s10113-025-02376-y,designing participatory planning processes for protected areas promoting the social and economic development of the stakeholders involved the case of cotopaxi national park pnc in ecuador,2025,fulltext
08-P27,08沟通,paper,10.1108/ijmpb-08-2023-0178,https://doi.org/10.1108/ijmpb-08-2023-0178,stakeholders perception of organization an attribution and fairness perspective,2023,fulltext
08-P28,08沟通,paper,10.11594/ijmaber.05.01.27,https://doi.org/10.11594/ijmaber.05.01.27,evaluating the role of project management offices pmos in largescale construction projects insights from construction industry professionals,2024,fulltext
08-P30,08沟通,paper,10.21595/marc.2023.23894,http://dx.doi.org/10.21595/marc.2023.23894,stakeholder dynamics and their impact on value creation for industrial maintenance projectsa literature review,2023,fulltext
08-P31,08沟通,paper,10.2196/45006,https://doi.org/10.2196/45006,cocreation to facilitate communication and collaboration between multidisciplinary stakeholders in ehealth research and development case study of the carrier coronary artery disease risk estimations and interventions for prevention and early detection consortium,2023,fulltext
08-P33,08沟通,paper,10.32388/fgfjgr,https://doi.org/10.32388/fgfjgr,effective communication in virtual project teams at children mission africa a short communication,2024,fulltext
08-P37,08沟通,paper,10.47941/jepm.1653,https://doi.org/10.47941/jepm.1653,project team planning and performance of housing projects in kenya,2024,fulltext
08-P38,08沟通,paper,10.53555/kuey.v30i5.3708,https://doi.org/10.53555/kuey.v30i5.3708,the impact of risk management on the performance of construction projects,2024,fulltext
08-P39,08沟通,paper,10.62225/2583049x.2024.4.6.5699,https://doi.org/10.62225/2583049x.2024.4.6.5699,governance and accountability models for public private partnerships in healthcare infrastructure development,2024,fulltext
08-P40,08沟通,paper,10.70134/ircee.v1i1.45,https://doi.org/10.70134/ircee.v1i1.45,the impact of communication on project performance in construction projects,2024,fulltext
