id,stage,kind,title,year,doi,url,quality,directness,peer_reviewed,counts_toward_quota,review_status,checksum_sha256,exclude_reason
01-P29,01洽谈,paper,The relevance of lead prioritization: a B2B lead scoring model based on machine learning,2025,10.3389/frai.2025.1554325,https://doi.org/10.3389/frai.2025.1554325,high,同构迁移,True,True,anchor_reread,a98b667aa667ee38b223d5e9ad25624adfa3b9685a31dc594b06bbd9bcbae886,
01-P31,01洽谈,paper,Proposing a sales performance motivational framework for B2B sellers in services firms,2024,10.1016/j.iedeen.2023.100235,https://doi.org/10.1016/j.iedeen.2023.100235,medium,同构迁移,False,True,close_read,1804b46bf5fa507355fc449576f70f908fa33478f37ec034a273d689d1699443,
01-P32,01洽谈,paper,"Salesperson ambidexterity, firm capabilities, and value co-creation: Key factors in salespeople’s innovative service behavior?",2025,10.5295/cdg.242260gb,https://doi.org/10.5295/cdg.242260gb,medium,同构迁移,False,True,close_read,bec3b494f6fe75539b23782e91289df936d44f5b846b3218ab9a39e37d84c9ea,
01-P33,01洽谈,paper,The Impact of Effective Coaching on Sales Performance Mediated by the Role of Soft Skills in the Tourism Industry,2024,10.62754/joe.v3i7.4703,https://doi.org/10.62754/joe.v3i7.4703,low,同构迁移,False,True,background,d8ed1f8a8e23c242abb6612fb70147fe53c7d74b271a9e70cf1b9cd8608b67de,
01-P34,01洽谈,paper,The Impact of AI-driven Strategy on Salespeople Training and Performance,2025,10.32479/irmm.17774,https://doi.org/10.32479/irmm.17774,low,同构迁移,False,True,background,e528897e36fde13d8a2be2e8cc5b60a675db0cfba5f74371a1ed0902a30e95dd,
01-P35,01洽谈,paper,Leveraging B2B field service technicians as a “second sales force”: How service situations affect selling activity and success,2023,10.1007/s11747-023-00964-0,https://doi.org/10.1007/s11747-023-00964-0,high,同构迁移,True,True,close_read,c536bc94775c2d975974f8d003f073d384d1df699464cbe9d83e659895dfb010,
01-P36,01洽谈,paper,"Subscription offers in business-to-business markets: Conceptualization, taxonomy, and framework for growth",2024,10.1016/j.indmarman.2024.01.014,https://doi.org/10.1016/j.indmarman.2024.01.014,high,同构迁移,True,True,anchor_reread,fe52a52ef0e115e1048272db3059529e75dad23804188da267e2fb5298b0d01b,
01-P37,01洽谈,paper,Harnessing customer demands for service innovation in business-to-business sales: Evidence from the Turkish HVAC industry,2025,10.1016/j.technovation.2025.103351,https://doi.org/10.1016/j.technovation.2025.103351,high,同构迁移,True,True,anchor_reread,73d961508f8e676e0263578e1f61c5eaa57d4e105a6db2e8e357859e38d4607a,
01-P38,01洽谈,paper,From sales exaptation to digital transformation: Value creation from remote selling,2025,10.1016/j.techfore.2025.124459,https://doi.org/10.1016/j.techfore.2025.124459,high,同构迁移,True,True,anchor_reread,db1ae4d6153aa2c44df2f886d14b149ee124ab4fa26b357cc0f5daadb1728601,
01-P39,01洽谈,paper,Tensions in value spaces: The organizational buying center and advanced services,2023,10.1016/j.indmarman.2023.08.006,https://doi.org/10.1016/j.indmarman.2023.08.006,high,同构迁移,True,True,close_read,af5f5bd6b0a9c4beaefa0b35c7e35dfa60be9381ac4520566ff17ce77841a64b,
01-P41,01洽谈,paper,"Money, recognition, challenge and enjoyment: a response surface approach to salesperson motivation",2025,10.1108/ejm-01-2023-0018,https://doi.org/10.1108/ejm-01-2023-0018,high,同构迁移,True,True,anchor_reread,0f092ba3a958b376c52cc1dd50069a567904c8279fd87f2cdb913e6bdb19fc59,
01-P42,01洽谈,paper,The Impact of Emotional Intelligence on Salesperson Behavior and Perceived Service Quality,2024,10.61838/kman.jrmde.3.4.6,https://doi.org/10.61838/kman.jrmde.3.4.6,low,同构迁移,False,True,background,041a9595a71feb45a4ee4238876e5225fdb90feec2d8dcd3d9e53c7e2c4a9080,
01-P43,01洽谈,paper,Linking sales force integration into NPD to salesperson retention: toward a systematic framework,2024,10.1080/08853134.2024.2357369,https://doi.org/10.1080/08853134.2024.2357369,high,同构迁移,True,True,close_read,aab586b6c19712a4012b9bdbe7042fd7ca557e4c68e3cbb28cab7b312307a57d,
01-P46,01洽谈,paper,EXPLORING THE INFLUENCE OF TRANSFORMATIONAL LEADERSHIP ON SALESPERSON JOB PERFORMANCE: THE MEDIATING ROLES OF SELF-EFFICACY AND CREATIVITY IN VIETNAMESE SMES,2024,10.26668/businessreview/2024.v9i3.4015,https://doi.org/10.26668/businessreview/2024.v9i3.4015,low,同构迁移,False,True,background,499daab5d261ea1520febe9764fce7c91674a3c02b9a62f0bae05af2ad9a7fe6,
01-S01,01洽谈,standard,"ISO 9001:2015 Quality management systems — Requirements, clause 8.2 Requirements for products and services",2015,,https://www.iso.org/standard/62085.html,high,规范性,False,True,close_read,,
01-S02,01洽谈,standard,ISO 20700:2017 Guidelines for management consultancy services,2017,,https://www.iso.org/standard/63501.html,high,规范性,False,True,close_read,,
01-S03,01洽谈,standard,"ISO 21502:2020 Project, programme and portfolio management — Guidance on project management",2020,,https://www.iso.org/standard/74947.html,high,规范性,False,True,close_read,,
01-S04,01洽谈,standard,A Guide to the Project Management Body of Knowledge (PMBOK® Guide) – Seventh Edition and The Standard for Project Management,2021,,https://www.pmi.org/pmbok-guide-standards/foundational/pmbok,high,规范性,False,True,close_read,,
01-S05,01洽谈,standard,PMI Code of Ethics and Professional Conduct,2006,,https://www.pmi.org/about/ethics/code,high,规范性,False,True,close_read,,
01-S06,01洽谈,standard,ISO 44001:2017 Collaborative business relationship management systems — Requirements and framework,2017,,https://www.iso.org/standard/72798.html,high,规范性,False,True,close_read,,
01-S07,01洽谈,standard,IEEE Code of Ethics,2020,,https://www.ieee.org/about/corporate/governance/p7-8.html,high,规范性,False,True,close_read,,
02-B01,02需求,blog,Requirement Elicitation Techniques in Software Engineering | Institute of Data,,,https://www.institutedata.com/us/blog/requirement-elicitation-techniques-in-software-engineering,medium,商业经验,False,True,close_read,2707e8f55822fdb54406f9a19467baaec9e61555fb538bdec6fb76d9fce3bf34,
02-B02,02需求,blog,Requirements Elicitation in Software Engineering: A Complete Guide,,,https://www.testbytes.net/blog/requirements-elicitation,medium,商业经验,False,True,close_read,0645b9eeff58f78a5bc83e26458165baad69dc573a8347427e2ccd27273eee5b,
02-B03,02需求,blog,Requirements Elicitation in Modern Product Discovery – Requirements Engineering Magazine,,,https://re-magazine.ireb.org/articles/requirements-elicitation-in-modern-product-discovery,medium,商业经验,False,True,close_read,978a7d5d6917b072d33db08b875b5e9816063baab59cff9ce0dc42c75f104de4,
02-B04,02需求,blog,"[PDF] 2 Requirements Elicitation: A Survey of Techniques, Approaches ...",,,https://web.eecs.umich.edu/~weimerw/2022-481W/readings/requirements.pdf,medium,商业经验,False,True,close_read,40b92fb36a12218464317b500c6e1e5c9c6e331ef95eb9d39afa7665198a7625,
02-B05,02需求,blog,Requirements Traceability Matrix in Six Sigma: A Complete Guide for Project Success - SixSigma.us,,,https://www.6sigma.us/six-sigma-in-focus/requirements-traceability-matrix-rtm,medium,商业经验,False,True,close_read,d06253935cef8a56a0b4bb9d113b2dcf4ad574e0b1763910da88ce0ccba01e63,
02-B06,02需求,blog,What Is a Requirements Traceability Matrix? (With Examples and Best Practices) - Stell Blog,,,https://stell-engineering.com/blog/requirements-traceability-matrix,medium,商业经验,False,True,close_read,20187ff0ebf1b8867cfc5d1edef1f84117a58d73e639bbbfda36f4ab34f256bc,
02-B07,02需求,blog,Guide to Requirements Traceability Matrix for Project Teams,,,https://www.larksuite.com/en_us/blog/requirements-traceability-matrix,medium,商业经验,False,True,close_read,2732fe5685df8f2a42feff8043194855dc58131880f3ed8b04c23cf8f316ea10,
02-B08,02需求,blog,Requirements Traceability Matrix Template (RTM) [2026] • Asana,,,https://asana.com/templates/requirements-traceability-matrix,medium,商业经验,False,True,close_read,29b3783a9627a16095301a90fa558aae764d6f3608c7056a20f94be850be0a25,
02-B09,02需求,blog,Requirements Traceability Matrix: Your QA Strategy | Abstracta,,,https://abstracta.us/blog/testing-strategy/requirements-traceability-matrix-your-qa-strategy,medium,商业经验,False,True,close_read,14a8533e5545d44f307f031b184a36434e7d6ae6b11a970a612b4bb7d3de653b,
02-B10,02需求,blog,Requirements Traceability Matrix Template | Atlassian,,,https://www.atlassian.com/software/jira/templates/requirements-traceability-matrix,medium,商业经验,False,True,close_read,6aa3671cb91f4e2317471e096de5ea22e8103dcd12cbc156f43ae417bf8ecead,
02-B11,02需求,blog,The Ultimate Guide to Requirements Traceability Matrix (RTM) | Bug Tracking Blog @ Bird Eats Bug,,,https://birdeatsbug.com/blog/requirements-traceability-matrix-rtm,medium,商业经验,False,True,close_read,6f6504c0f23c6201fb583fc213502949a2714be91688d845953b59d2060f1fec,
02-B12,02需求,blog,Requirements Management and the Traceability Matrix Templates & Examples,,,https://www.parasoft.com/blog/requirements-management-and-the-traceability-matrix,medium,商业经验,False,True,close_read,03fc922cf6e9a8759b35006ceb2067f0c856a4f5395cc8b69708b4f9273fc984,
02-B13,02需求,blog,Change and Configuration Management of Requirements | Inflec,,,https://www.inflectra.com/Ideas/Whitepaper/Change-and-Configuration-Management-of-Requirements.aspx,medium,商业经验,False,True,close_read,7dd76b407560bbef91779b935d3acdd1edaa9afc3e553859293248f0ee7dc2c1,
02-B14,02需求,blog,Advanced Techniques for Managing Project Baselines | AgileSeekers,,,https://agileseekers.com/blog/advanced-techniques-for-managing-project-baselines,medium,商业经验,False,True,close_read,3b0c4654975fab1427cf516c32f9bdd5fe0671d250c1d43b339ae17eb2369cbd,
02-B15,02需求,blog,What is a Project Baseline in Project Management? Full Guide,,,https://baseliner.ai/blog/what-is-project-baseline-in-project-management,medium,商业经验,False,True,close_read,74bcd107300c16fc916987819bf50b896629b99ecc93f789096086ad631ca89a,
02-B16,02需求,blog,The Art of Agile Requirements Management - Modern Requirements,,,https://www.modernrequirements.com/blogs/the-art-of-agile-requirements-management,medium,商业经验,False,True,close_read,f5e79176433696f1c21c465bf837508ec752a204054bbba477242f04693760f0,
02-B17,02需求,blog,Agile and Waterfall Change Management Process | MindK,,,https://www.mindk.com/blog/change-control-process,medium,商业经验,False,True,close_read,c303b9708834fc9346d472542a9d566e317f2051a17c5ecaed3fcdd31ac2c5e8,
02-B18,02需求,blog,Defining and Managing Requirement Baselines,,,https://medium.com/analysts-corner/defining-and-managing-requirement-baselines-78511fec03cb,medium,商业经验,False,True,close_read,1f98aa1859dd400c7b4731291936717b24eff283d2adb811c951dbd9ab45dab7,
02-B19,02需求,blog,Agile Requirements Change Management,,,https://agilemodeling.com/essays/changemanagement.htm,medium,商业经验,False,True,close_read,3310dbe076f0597a6a41fc9c53db09c16b95f1e31f191a056ea4d9ab0623919a,
02-B20,02需求,blog,5 ways agile helps manage changing requirements | Tempo,,,https://www.tempo.io/blog/agile-helps-manage-changing-requirements,medium,商业经验,False,True,close_read,059722c7fa2f2520e9b57164befaf1af017b1ca0fb6e185c150660591e3d737e,
02-P01,02需求,paper,Advancements and innovations in requirements elicitation: Developing a comprehensive conceptual model,2024,10.30574/wjarr.2024.22.1.1202,https://doi.org/10.30574/wjarr.2024.22.1.1202,medium,同构迁移,False,True,close_read,38ed7df7199eb65df2ae026a40041cbcf20caf46fc539538b708eb517a5d8954,
02-P02,02需求,paper,Advances in automated support for requirements engineering: a systematic literature review,2024,10.1007/s00766-023-00411-0,https://doi.org/10.1007/s00766-023-00411-0,high,同构迁移,True,True,anchor_reread,17304eaf61ba7190dcf502cc5af4013a43ed8a3862c6d2a5f25ac0ae1360bd1f,
02-P03,02需求,paper,Research directions for using LLM in software requirement engineering: a systematic review,2025,10.3389/fcomp.2025.1519437,https://doi.org/10.3389/fcomp.2025.1519437,high,同构迁移,True,True,anchor_reread,4ae64e749ddb7e9c7ba010cb29358fe58631df864717d4c45545b833277e8767,
02-P04,02需求,paper,"How mature is requirements engineering for AI-based systems? A systematic mapping study on practices, challenges, and future research directions",2024,10.1007/s00766-024-00432-3,https://doi.org/10.1007/s00766-024-00432-3,high,同构迁移,True,True,anchor_reread,4a74426fe36d308273d7e1fd9accc2f57501fa3f42f771d0c0c2ad0948de5742,
02-P05,02需求,paper,Leveraging NLP Techniques for Privacy Requirements Engineering in User Stories,2024,10.1109/access.2024.3364533,https://doi.org/10.1109/access.2024.3364533,high,同构迁移,True,True,anchor_reread,f3739262e286e3b99fb52966c45a378227a05dcc765e281f1c7f849924b596d9,
02-P06,02需求,paper,Understanding the GDPR from a requirements engineering perspective—a systematic mapping study on regulatory data protection requirements,2024,10.1007/s00766-024-00423-4,https://doi.org/10.1007/s00766-024-00423-4,high,同构迁移,True,True,anchor_reread,c400f60854d6b734ad586be125a91320743e82577273b767ebedad7796c7f2cd,
02-P07,02需求,paper,A systematic literature review of pre-requirements specification traceability,2024,10.1007/s00766-023-00412-z,https://doi.org/10.1007/s00766-023-00412-z,high,同构迁移,True,True,close_read,75193fd1535db287d46a0c87f2fd42e1a6199e14e6fdd87eb649a35ab6206fbf,
02-P08,02需求,paper,"Requirements quality research: a harmonized theory, evaluation, and roadmap",2023,10.1007/s00766-023-00405-y,https://doi.org/10.1007/s00766-023-00405-y,high,同构迁移,True,True,close_read,22d41f83402a0cca1d63cbfaa5b8ddca132575c45b498e051390630ecbf3c627,
02-P09,02需求,paper,A deep learning framework for non-functional requirement classification,2024,10.1038/s41598-024-52802-0,https://doi.org/10.1038/s41598-024-52802-0,high,同构迁移,True,True,close_read,29b3d444b35250cedf6bc708110adf763ce81ef6e49813a1f90845aa8e0d280f,
02-P10,02需求,paper,Recommendation systems-based software requirements elicitation process—a systematic literature review,2024,10.1186/s44147-024-00363-4,https://doi.org/10.1186/s44147-024-00363-4,high,同构迁移,True,True,close_read,19a758fb33890edc3b01ae958a1193ae182389a977fa3564957b979d05194b7a,
02-P11,02需求,paper,Advancing Requirements Engineering through Generative AI: Assessing the Role of LLMs,2023,10.48550/arxiv.2310.13976,http://arxiv.org/abs/2310.13976,medium,同构迁移,False,True,close_read,d6179e22f5f18a711f3740180ef2c08d83b138b7da63578314b0c9267e5c9f0d,
02-P12,02需求,paper,Are prompts all you need? Evaluating prompt-based Large Language Models (LLM)s for software requirements classification,2025,10.1007/s00766-025-00451-8,https://doi.org/10.1007/s00766-025-00451-8,high,同构迁移,True,True,anchor_reread,311483d4386223af32907f51daa5babdd11f9109870539112ca930bb016e5746,
02-P13,02需求,paper,Deep Learning Methods for Software Requirement Classification: A Performance Study on the Pure Dataset,2026,10.1142/s1469026826500379,https://doi.org/10.1142/s1469026826500379,high,同构迁移,True,True,anchor_reread,3674f57e7e9e34da1904fe3b17e9b23385899034436abd9fbc12c2557a406d74,
02-P14,02需求,paper,Generative AI for Requirements Engineering: A Systematic Literature Review,2024,10.48550/arxiv.2409.06741,http://arxiv.org/abs/2409.06741,medium,同构迁移,False,True,close_read,d94443da18b0c2e6cedb52bd8c27dafdd9ea1b5868bca256060b2ea10998cdcb,
02-P15,02需求,paper,Applying bayesian data analysis for causal inference about requirements quality: a controlled experiment,2024,10.1007/s10664-024-10582-1,https://doi.org/10.1007/s10664-024-10582-1,high,同构迁移,True,True,close_read,ddcaa16a6bbe4073dc8281ebfefd5a41f84ccf162966ff6a4aa2af3dac26e716,
02-P16,02需求,paper,A cost effective communication model for requirements elicitation in global software development,2023,10.1038/s41598-023-45415-6,https://doi.org/10.1038/s41598-023-45415-6,high,同构迁移,True,True,close_read,c55f3b0513e2c593dd251968fca0b64a74fda89866ee9cd3dc283223700e45e1,
02-P17,02需求,paper,Α tool for requirements engineering using ontologies and boilerplates,2023,10.1007/s10515-023-00403-y,https://doi.org/10.1007/s10515-023-00403-y,high,同构迁移,True,True,close_read,61835c802adf40aa3a6f8c6c66ab8095b1f4958cec87adaefea24313600945ab,
02-P18,02需求,paper,Detecting Pragmatic Ambiguity in Requirement Specification Using Novel Concept Maximum Matching Approach Based on Graph Network,2024,10.1109/access.2024.3354955,https://doi.org/10.1109/access.2024.3354955,high,同构迁移,True,True,close_read,909ccdf080adf8d013e3c6aa4aab875ded7865dae0d3eb8e2f082980ecc863d1,
02-P19,02需求,paper,Obstacle Analysis in Requirements Engineering: Retrospective and Emerging Challenges,2025,10.1109/tse.2025.3534318,https://doi.org/10.1109/tse.2025.3534318,high,同构迁移,True,True,anchor_reread,05c130df9c56bcfd462e95cfe4d918d308cd04b33d42817db9a9f5b8bcdafc4d,
02-P20,02需求,paper,Agile Requirement Change Management Model for Global Software Development,2024,10.48550/arxiv.2402.14595,http://arxiv.org/abs/2402.14595,medium,同构迁移,False,True,close_read,57018a748aa0eb1f8e6821109b50a9d92be1399ad594460876846fb7becd84f7,
02-P21,02需求,paper,Identification of Agile Requirements Change Management Success Factors in Global Software Development Based on the Best-Worst Method,2024,10.14569/ijacsa.2024.01507131,http://dx.doi.org/10.14569/ijacsa.2024.01507131,high,同构迁移,True,True,close_read,99b8096ec50fe9901f698537091d17897ea54f04785694ab5388829ba385f073,
02-P22,02需求,paper,AI based Multiagent Approach for Requirements Elicitation and Analysis,2024,10.48550/arxiv.2409.00038,http://arxiv.org/abs/2409.00038,medium,同构迁移,False,True,close_read,ff67b1b5d6fe8ef1e42fc938039556931f2f5a6a7f3fc5a1892c6a09c0b5c5a5,
