stage,kind,query,reason,url_or_doi,date
04计划,paper,"""rolling wave planning"" project",title_abstract_not_on_topic,Startup as an object of intellectual property,2026-08-16
04计划,paper,"""rolling wave planning"" project",title_abstract_not_on_topic,Innovative prospects for the post-war recovery of Ukraine&apos;s economy,2026-08-16
04计划,paper,"""rolling wave planning"" project",title_abstract_not_on_topic,Conflict situations in the intellectual activity of industrial enterprises,2026-08-16
04计划,paper,"""rolling wave planning"" project",title_abstract_not_on_topic,Intellectual development of electrotechnical enterprises,2026-08-16
04计划,paper,"""rolling wave planning"" project",title_abstract_not_on_topic,Marketing of intellectual products,2026-08-16
04计划,paper,"""rolling wave planning"" project",title_abstract_not_on_topic,Research on non-traditional results of intellectual activity,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,10.71145/rjsp.v3i2.288,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,10.32388/wzh8ga.2,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,10.32388/wzh8ga,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,10.37745/ijpger.17v9n1127,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,10.38124/ijisrt/25dec914,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,10.24887/0028-2448-2025-11-64-71,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,Creative economy: factors of effectiveness,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,Risk assessment of international innovation projects,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,Business process management on the basis of compliance control,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,Intellectual property as a component of product competitiveness,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,Formation of an educational institution&apos;s brand,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,The legal mechanism of intellectual property in Ukraine,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,Startup as an object of intellectual property,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,Innovative prospects for the post-war recovery of Ukraine&apos;s economy,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,Innovations in the educational services market,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,Marketing of intellectual products,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,Formation of effects of technology commercialization,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,Intellectual development of electrotechnical enterprises,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,Conflict situations in the intellectual activity of industrial enterprises,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,Research on non-traditional results of intellectual activity,2026-08-16
04计划,paper,"""rolling wave"" ""work package"" planning",title_abstract_not_on_topic,10.3390/asi9030054,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1038/s41598-025-05834-z,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.62051/qkf9h233,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.22219/jameela.v2i1.30950,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.3390/su16209042,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.36680/j.itcon.2025.009,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.2507/ijsimm23-1-667,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1186/s12984-025-01649-1,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1016/j.comnet.2023.110037,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.12821/ijispm120404,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1007/s10951-025-00857-w,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.55047/ijateis.v2i4.1059,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.55041/ijsrem27859,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.3390/buildings15224168,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1007/s12144-025-08034-0,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.21608/astj.2025.345552.1030,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.38035/rrj.v8i3.2072,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.23900/ra.v24i114.997,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.55041/ijsmt.v2i5.087,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.54691/41fvcg93,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.22452/jpmp.vol5no2.1,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.3390/a17030127,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.37082/ijirmps.v13.i6.232880,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.56975/ijrar.v13i3.338130,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.22399/ijcesen.4800,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.24887/0028-2448-2025-11-64-71,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.36948/ijfmr.2025.v07i02.42653,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.2139/ssrn.6588119,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.31462/jcemi.2024.02157171,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.5937/jaes0-51301,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.52783/jisem.v10i37s.6500,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.57017/jorit.v2.2(4).05,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.63158/journalisi.v7i4.1276,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.64388/irev10i1-1719624,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.36348/sjet.2026.v11i05.015,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1016/j.autcon.2023.105224,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.46799/ajesh.v5i7.802,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.54297/sciej.v6i2.1257,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1111/itor.70064,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.32628/ijsrst23121168,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.7753/ijsea1410.1001,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.47672/ijpm.2606,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.22533/at.ed.13176426270310,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.37745/ejlpscm.2013/vol13n193110,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.48550/arxiv.2502.06304,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.21203/rs.3.rs-10025812/v1,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.3390/electronics15143229,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.3389/fbuil.2026.1761692,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,AIIM: Adaptive Inter-cell Interference Mitigation for Heterogeneous Multi-vendor 5G O-RAN Networks,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.25077/josi.v25.n1.p25-41.2026,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1186/s12904-024-01561-w,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1109/mcs.2024.3433208,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.3329/brc.v12i1.86783,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.21203/rs.3.rs-4271287/v1,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.3389/fcdhc.2023.1264312,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1016/j.labeco.2024.102631,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1186/s40814-023-01402-2,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.3390/bioengineering12060605,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1136/bmjopen-2023-081397,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1111/acer.70018,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1186/s12916-023-03079-z,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1017/s0007114523001952,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1002/fsn3.71358,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1186/s13063-024-07973-6,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1186/s12889-023-17538-y,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1186/s13063-024-08152-3,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.48084/etasr.14111,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1186/s13063-024-08110-z,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.21203/rs.3.rs-5039690/v1,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1109/tccn.2024.3508771,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1186/s12883-024-03634-y,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1002/ejp.4729,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1002/14651858.cd013342.pub2,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1002/hsr2.70980,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1016/j.cct.2024.107446,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.2166/nh.2025.068,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1007/s42484-025-00319-8,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.3310/ykur3660,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.48550/arxiv.2406.04853,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.48550/arxiv.2501.18298,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.34218/ijce_07_02_004,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1371/journal.pone.0310795,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.5005/jp-journals-10071-25178,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.2337/cd24-0002,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.1371/journal.pone.0331663,2026-08-16
04计划,paper,"""schedule baseline"" project management",title_abstract_not_on_topic,10.3310/aywa5297,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.3390/buildings14030643,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.62527/joiv.8.1.1947,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.24912/jmts.v7i1.24950,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.37058/aks.v7i2.16407,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.30574/wjarr.2026.30.3.1613,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.21009/jpensil.v14i3.59154,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.57017/jorit.v2.2(4).05,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.15849/ijasca.v18i2.43,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.1080/15623599.2025.2508293,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.1177/87569728231226226,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.1007/s44290-025-00193-0,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.36948/ijfmr.2025.v07i01.37332,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.23880/oajda-16000120,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.15446/dyna.v90n228.108642,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.63995/gcdu2539,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.38124/ijisrt/ijisrt24sep1472,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.12962/j2579-891x.v24i2.14882,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.22594/dau.23-910.30.03,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,Gestión del desempeño en proyectos de construcción: una revisión sistemática de la literatura,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.24887/0028-2448-2025-11-64-71,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.59765/zytp8524hyr,2026-08-16
04计划,paper,"""performance measurement baseline"" schedule",title_abstract_not_on_topic,10.36227/techrxiv.171995281.10500939/v1,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.33022/ijcs.v12i5.3397,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1080/15623599.2025.2589827,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1080/23299460.2024.2414530,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1016/j.heliyon.2024.e38759,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.35629/5252-0702815826,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1016/j.heliyon.2024.e40034,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.59890/ijsas.v3i10.186,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1093/jamia/ocae024,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.3390/app15020824,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.9734/ajess/2024/v50i81536,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1016/j.plas.2023.100101,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.64357/neya-gjnps-ipt2025,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.31937/si.v14i2.3223,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1016/j.pmedr.2023.102534,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.11113/aej.v13.19476,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1016/j.radonc.2025.111168,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.33022/ijcs.v12i5.3412,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.54103/2037-3597/27902,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1080/14783363.2025.2535701,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1371/journal.pone.0325270,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.55041/ijsrem39215,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.24857/rgsa.v20n1-005,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.21686/2413-2829-2025-3-144-151,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.59573/emsj.9(3).2025.41,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.29227/im-2025-01-14,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.22158/jecs.v9n3p63,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.59188/eduvest.v5i7.50861,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.36676/mdmp.v1.i2.24,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.37082/ijirmps.v13.i6.232880,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.3390/info15020110,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.52260/2304-7216.2025.4(61).26,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1007/s11606-024-08768-w,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.21567/adhyayan.v15i1.13,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.5753/reviews.2024.3757,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.30574/wjarr.2025.25.2.0343,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.2478/revecp-2023-0010,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.3390/en17010269,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1109/access.2025.3564141,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.5937/etp2402079k,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.22495/cbsrv6i1art7,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1016/j.ijproman.2024.102593,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.62381/i245301,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.14421/jiska.2023.8.3.210-221,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.3390/healthcare11192626,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1080/13669877.2024.2328202,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.33744/0365-8171-2026-119-394-411,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.3390/ijfs13040217,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.55905/cuadv15n10-035,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.7764/ric.00141.21,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.32782/2519-884x-2025-57-5,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.32689/2523-4625-2025-4(80)-3,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.5334/aogh.4441,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.21467/ajss.13.1.40-58,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.5585/2026.29922,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.21203/rs.3.rs-8916845/v1,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.62718/vmca.bf-baiij.5.1.sc-0425-016,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.20998/2522-9052.2024.4.04,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.33480/jitk.v11i1.6942,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.31154/cogito.v11i1.998.193-206,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.5585/2023.24795,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.3390/su17219491,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.1080/23251042.2024.2357691,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.36948/ijfmr.2025.v07i04.54994,2026-08-16
04计划,paper,"""RACI"" ""project management"" responsibility",title_abstract_not_on_topic,10.36253/wep-15803,2026-08-16
